id,name,text,pred
1082001497217527800,tomio_cz,Tomio Okamura: Tomio Okamura ve vysílání Svobodného rádia:  prostřednictvím @YouTube,0.9999972581863403
1081505342012280800,tomio_cz,Tomio Okamura: Konec mise v Afghánistánu:  prostřednictvím @YouTube,0.9999692440032959
1081120637723193300,tomio_cz,Tomio Okamura: Vláda kapitulovala:  prostřednictvím @YouTube,0.9999758005142212
1080941934208794600,tomio_cz,Tomio Okamura: Multikulturní násilí:  prostřednictvím @YouTube,0.9999934434890747
1080751256090673200,tomio_cz,Tomio Okamura: ODS je pro EU:  prostřednictvím @YouTube,0.9999914169311523
1080565477519380500,tomio_cz,Tomio Okamura: Vlastenecký song:  prostřednictvím @YouTube,0.9999886751174927
1080028601834123300,tomio_cz,Tomio Okamura: Krásný a úspěšný rok 2019!:  prostřednictvím @YouTube,0.9999959468841553
1078936891565764600,tomio_cz,Tomio Okamura: Češi do německé Waffen SS:  prostřednictvím @YouTube,0.9999940395355225
1078679053148794900,tomio_cz,Tomio Okamura: Protibělošský rasismus:  prostřednictvím @YouTube,0.9999886751174927
1078677320012046300,tomio_cz,Tomio Okamura: Demonstrace v Itálii:  prostřednictvím @YouTube,0.9999961853027344
1078283006715052e3,tomio_cz,Tomio Okamura: Jsme odpadkový koš Západu:  prostřednictvím @YouTube,0.999991774559021
1077996017163878400,tomio_cz,"Sváteční večer, padesátka na krku a bench 105",0.019478756934404373
1077291737985572900,tomio_cz,V nejužším rodinném kruhu i s fenkou Hessy. Přeji vám krásný Štědrý večer,0.0020876931957900524
1077114053238157300,tomio_cz,Tomio Okamura: Vánoční projev:  prostřednictvím @YouTube,0.999991774559021
1077112718648401900,tomio_cz,Tomio Okamura: Vánoční tradice a islám:  prostřednictvím @YouTube,0.999992847442627
1076541523146108900,tomio_cz,Tomio Okamura: Na vánočních trzích:  prostřednictvím @YouTube,0.9999768733978271
1076191637615722500,tomio_cz,Tomio Okamura: Hezké Vánoce:  prostřednictvím @YouTube,0.9999932050704956
1075843810129834e3,tomio_cz,Tomio Okamura: Aréna Jaromíra Soukupa 18.12.2018:  prostřednictvím @YouTube,0.9213114380836487
1075834542366253e3,tomio_cz,Tomio Okamura: Šílená situace na dálnici D1:  prostřednictvím @YouTube,0.9825244545936584
1075733334083465200,tomio_cz,Tomio Okamura: Špatné řešení problému:  prostřednictvím @YouTube,0.9999833106994629
1.0756528946433679e+18,tomio_cz,Tomio Okamura: Vláda podpořila Globální pakt OSN o uprchlících2:  prostřednictvím @YouTube,0.9999939203262329
1075491890080952300,tomio_cz,Tomio Okamura: Špatný rozpočet:  prostřednictvím @YouTube,0.6072430610656738
1075105882990698500,tomio_cz,Tomio Okamura: Navrhl jsem za SPD mimořádný bod k Globálnímu paktu o uprchlících:  prostřednictvím,0.9999939203262329
1075075047906336800,tomio_cz,Tomio Okamra: Babišova vláda včera podpořila Globální pakt OSN o uprchlících:  prostřednictvím,0.997812032699585
1074953044515848200,tomio_cz,Tomio Okamura: Smysl národa a lidská práva:  prostřednictvím @YouTube,0.9999961853027344
1074593733398560800,tomio_cz,Tomio Okamura: Islamisté v ČR:  prostřednictvím @YouTube,0.9999960660934448
1074365961426350100,tomio_cz,"Jdu na to, abych byl ve formě na další pracovní týden",0.0012740562669932842
1073971303768444900,tomio_cz,Tomio Okamura: ODS je pro EU:  prostřednictvím @YouTube,0.9999914169311523
1073870722186006500,tomio_cz,Tomio Okamura: NE zvyšování daní:  prostřednictvím @YouTube,0.9989672899246216
1073622372815695900,tomio_cz,Tomio Okamura: ČT je arogantní monstrum:  prostřednictvím @YouTube,0.9999902248382568
1073480347982143500,tomio_cz,Tomio Okamura: Církevní restituce:  prostřednictvím @YouTube,0.9999886751174927
1.0733181524974961e+18,tomio_cz,Tomio Okamura: Aréna Jaromíra Soukupa 11.12.2018:  prostřednictvím @YouTube,0.9213114380836487
1073116276824756200,tomio_cz,Tomio Okamura: Církevní restituce:  prostřednictvím @YouTube,0.9999886751174927
1073114893031800800,tomio_cz,Tomio Okamura: Bezpečnostní informační služba:  prostřednictvím @YouTube,0.9999327659606934
1072573489473904600,tomio_cz,Tomio Okamura: Podvedení Francouzi:  prostřednictvím @YouTube,0.9999886751174927
1072570197133930500,tomio_cz,Tomio Okamura: Zamrazení platů politiků:  prostřednictvím @YouTube,0.9999805688858032
1072197386917810200,tomio_cz,Tomio Okamura: Šokující verdikt:  prostřednictvím @YouTube,0.9999886751174927
1072056240182837200,tomio_cz,Tomio Okamura: Školní obědy:  prostřednictvím @YouTube,0.9999886751174927
1072030494890422300,tomio_cz,Tomio Okamura: Změna pohlaví dětí:  prostřednictvím @YouTube,0.9993879795074463
1071682942567501800,tomio_cz,Tomio Okamura: Narůst cen energií:  prostřednictvím @YouTube,0.9995524287223816
1071443241810255900,tomio_cz,Tomio Okamura: NE dávkám pro migranty:  prostřednictvím @YouTube,0.9999910593032837
1071441315462819800,tomio_cz,Tomio Okamura: Nesmyslná zpráva:  prostřednictvím @YouTube,0.9999895095825195
1071336426757865500,tomio_cz,Tomio Okamura: Konec diktátu EU:  prostřednictvím @YouTube,0.9835619330406189
1071129384671739900,tomio_cz,Do čela německé vládní CDU byla zvolena Annegret Krampová a udělala tak radost Angele Merkelové - nezbývá než se před politikou německých křestanských demokratů pokřižovat a doufat na zázraky.,2.571486111264676e-4
1071126286649778200,tomio_cz,Tomio Okamura: Zcela nekompetentní ministr:  prostřednictvím @YouTube,0.9999839067459106
1071112563373629400,tomio_cz,Tomio Okamura: Státní rozpočet:  prostřednictvím @YouTube,0.9978146553039551
1071066980680171500,tomio_cz,Tomio Okamura: Návrh zákona o zrušení Fondu národního majetku ČR:  prostřednictvím @YouTube,0.9999970197677612
1082334996722057200,Tomio_Okamura,@LukMrkva @Posledniskaut Třikrát. Plus dýmka míru.,4.61116069345735e-5
1082334748138242e3,Tomio_Okamura,Via Český politický prasečák.,0.7327396273612976
